forecast_id,region_code,year_month,ingested_at,precipitation_mm,drought_risk_score,flood_risk_score,seasonal_baseline_mm,source
302,NG-KN,2024-08,2026-06-19 09:57:32+00,186.6,10.8,33.07,220.6,open_meteo_archive
303,NG-KN,2024-09,2026-06-19 09:57:32+00,127.9,6.06,46.73,137.56,open_meteo_archive
304,NG-KN,2024-10,2026-06-19 09:57:32+00,14.7,0.0,50.55,20.0,open_meteo_archive
305,NG-KN,2024-11,2026-06-19 09:57:32+00,0.0,0.0,43.87,0.01,open_meteo_archive
306,NG-KN,2024-12,2026-06-19 09:57:32+00,0.0,0.0,43.93,0.0,open_meteo_archive
307,NG-KN,2025-01,2026-06-19 09:57:32+00,0.0,0.0,49.87,0.0,open_meteo_archive
308,NG-KN,2025-02,2026-06-19 09:57:32+00,0.0,0.0,47.08,0.01,open_meteo_archive
309,NG-KN,2025-03,2026-06-19 09:57:32+00,0.0,0.0,39.51,0.04,open_meteo_archive
310,NG-KN,2025-04,2026-06-19 09:57:32+00,0.0,0.0,29.28,0.5,open_meteo_archive
311,NG-KN,2025-05,2026-06-19 09:57:32+00,1.9,0.0,40.16,10.88,open_meteo_archive
312,NG-KN,2025-06,2026-06-19 09:57:32+00,56.0,1.66,48.52,61.64,open_meteo_archive
313,NG-KN,2025-07,2026-06-19 09:57:32+00,189.6,7.35,53.55,130.77,open_meteo_archive
314,NG-KN,2025-08,2026-06-19 09:57:32+00,222.1,12.26,67.41,219.7,open_meteo_archive
315,NG-KN,2025-09,2026-06-19 09:57:32+00,182.8,6.68,68.11,142.65,open_meteo_archive
316,NG-KN,2025-10,2026-06-19 09:57:32+00,10.9,0.0,53.78,21.82,open_meteo_archive
317,NG-KN,2025-11,2026-06-19 09:57:32+00,0.0,0.0,45.16,0.11,open_meteo_archive
318,NG-KN,2025-12,2026-06-19 09:57:32+00,0.0,0.0,46.6,0.0,open_meteo_archive
319,NG-KN,2026-01,2026-06-19 09:57:32+00,0.0,0.0,53.7,0.0,open_meteo_archive
320,NG-KN,2026-02,2026-06-19 09:57:32+00,0.0,0.0,50.67,0.01,open_meteo_archive
321,NG-KN,2026-03,2026-06-19 09:57:32+00,0.0,0.0,42.23,0.04,open_meteo_archive
322,NG-KN,2026-04,2026-06-19 09:57:32+00,0.6,0.0,41.88,0.5,open_meteo_archive
323,NG-KN,2026-05,2026-06-19 09:57:32+00,23.3,0.0,68.29,10.88,open_meteo_archive
324,NG-KN,2026-06,2026-06-19 09:57:32+00,49.4,1.84,56.99,30.57,open_meteo_forecast
1,NG-NC,2022-01,2026-06-19 09:56:35+00,0.0,0.0,0.0,0.0,open_meteo_archive
2,NG-NC,2022-02,2026-06-19 09:56:35+00,0.0,0.0,0.0,1.03,open_meteo_archive
3,NG-NC,2022-03,2026-06-19 09:56:35+00,0.5,0.0,28.22,11.55,open_meteo_archive
4,NG-NC,2022-04,2026-06-19 09:56:35+00,64.1,0.03,62.04,34.53,open_meteo_archive
5,NG-NC,2022-05,2026-06-19 09:56:35+00,108.5,3.15,79.85,71.21,open_meteo_archive
6,NG-NC,2022-06,2026-06-19 09:56:35+00,143.0,8.28,60.91,121.16,open_meteo_archive
7,NG-NC,2022-07,2026-06-19 09:56:35+00,194.2,11.41,41.12,200.44,open_meteo_archive
8,NG-NC,2022-08,2026-06-19 09:56:35+00,212.2,17.46,44.5,227.69,open_meteo_archive
9,NG-NC,2022-09,2026-06-19 09:56:35+00,257.9,9.68,78.34,201.09,open_meteo_archive
10,NG-NC,2022-10,2026-06-19 09:56:35+00,75.3,2.67,67.18,70.62,open_meteo_archive
11,NG-NC,2022-11,2026-06-19 09:56:35+00,0.0,0.0,33.42,7.24,open_meteo_archive
12,NG-NC,2022-12,2026-06-19 09:56:35+00,0.0,0.0,34.66,0.54,open_meteo_archive
13,NG-NC,2023-01,2026-06-19 09:56:35+00,0.0,0.0,42.92,0.0,open_meteo_archive
14,NG-NC,2023-02,2026-06-19 09:56:35+00,0.0,0.0,32.35,1.03,open_meteo_archive
15,NG-NC,2023-03,2026-06-19 09:56:35+00,32.8,0.0,76.24,11.55,open_meteo_archive
16,NG-NC,2023-04,2026-06-19 09:56:35+00,44.7,0.03,65.32,34.53,open_meteo_archive
17,NG-NC,2023-05,2026-06-19 09:56:35+00,74.7,3.83,62.65,71.21,open_meteo_archive
18,NG-NC,2023-06,2026-06-19 09:56:35+00,189.5,6.19,80.34,121.16,open_meteo_archive
19,NG-NC,2023-07,2026-06-19 09:56:35+00,140.2,19.22,44.95,200.44,open_meteo_archive
20,NG-NC,2023-08,2026-06-19 09:56:35+00,198.1,17.57,35.9,227.69,open_meteo_archive
21,NG-NC,2023-09,2026-06-19 09:56:35+00,179.6,18.94,33.42,201.09,open_meteo_archive
22,NG-NC,2023-10,2026-06-19 09:56:35+00,45.0,5.19,34.9,70.62,open_meteo_archive
23,NG-NC,2023-11,2026-06-19 09:56:35+00,36.1,0.0,81.55,7.24,open_meteo_archive
24,NG-NC,2023-12,2026-06-19 09:56:35+00,0.0,0.0,90.78,0.54,open_meteo_archive
25,NG-NC,2024-01,2026-06-19 09:56:35+00,0.0,0.0,91.42,0.0,open_meteo_archive
26,NG-NC,2024-02,2026-06-19 09:56:35+00,0.0,0.0,71.86,1.17,open_meteo_archive
27,NG-NC,2024-03,2026-06-19 09:56:35+00,21.3,0.0,75.93,12.09,open_meteo_archive
28,NG-NC,2024-04,2026-06-19 09:56:35+00,2.5,0.03,19.14,35.53,open_meteo_archive
29,NG-NC,2024-05,2026-06-19 09:56:35+00,6.3,7.0,7.67,72.65,open_meteo_archive
30,NG-NC,2024-06,2026-06-19 09:56:35+00,115.5,11.36,40.05,123.11,open_meteo_archive
31,NG-NC,2024-07,2026-06-19 09:56:35+00,258.9,6.41,72.59,202.84,open_meteo_archive
32,NG-NC,2024-08,2026-06-19 09:56:35+00,164.3,19.64,27.2,227.84,open_meteo_archive
33,NG-NC,2024-09,2026-06-19 09:56:35+00,208.9,14.6,53.89,198.08,open_meteo_archive
34,NG-NC,2024-10,2026-06-19 09:56:35+00,109.1,3.15,75.9,66.61,open_meteo_archive
35,NG-NC,2024-11,2026-06-19 09:56:35+00,0.0,0.0,43.08,6.7,open_meteo_archive
36,NG-NC,2024-12,2026-06-19 09:56:35+00,0.0,0.0,41.5,0.49,open_meteo_archive
37,NG-NC,2025-01,2026-06-19 09:56:35+00,0.0,0.0,47.86,0.0,open_meteo_archive
38,NG-NC,2025-02,2026-06-19 09:56:35+00,0.9,0.0,45.56,1.03,open_meteo_archive
39,NG-NC,2025-03,2026-06-19 09:56:35+00,9.2,0.0,50.97,11.55,open_meteo_archive
40,NG-NC,2025-04,2026-06-19 09:56:35+00,42.6,0.0,66.06,34.53,open_meteo_archive
41,NG-NC,2025-05,2026-06-19 09:56:35+00,83.6,3.82,66.25,71.21,open_meteo_archive
42,NG-NC,2025-06,2026-06-19 09:56:35+00,127.2,10.15,52.71,121.16,open_meteo_archive
43,NG-NC,2025-07,2026-06-19 09:56:35+00,340.2,6.43,86.91,200.44,open_meteo_archive
44,NG-NC,2025-08,2026-06-19 09:56:35+00,256.7,9.87,72.86,227.69,open_meteo_archive
45,NG-NC,2025-09,2026-06-19 09:56:35+00,153.7,10.51,43.12,201.09,open_meteo_archive
46,NG-NC,2025-10,2026-06-19 09:56:35+00,70.7,2.3,48.24,70.62,open_meteo_archive
47,NG-NC,2025-11,2026-06-19 09:56:35+00,0.5,0.0,40.62,7.24,open_meteo_archive
48,NG-NC,2025-12,2026-06-19 09:56:35+00,0.0,0.0,41.57,0.54,open_meteo_archive
49,NG-NC,2026-01,2026-06-19 09:56:35+00,0.0,0.0,48.95,0.0,open_meteo_archive
50,NG-NC,2026-02,2026-06-19 09:56:35+00,0.1,0.0,70.95,1.03,open_meteo_archive
51,NG-NC,2026-03,2026-06-19 09:56:35+00,7.8,0.0,34.95,11.55,open_meteo_archive
52,NG-NC,2026-04,2026-06-19 09:56:35+00,47.4,0.0,64.5,34.53,open_meteo_archive
53,NG-NC,2026-05,2026-06-19 09:56:35+00,89.5,1.63,62.03,71.21,open_meteo_archive
54,NG-NC,2026-06,2026-06-19 09:56:35+00,58.6,1.2,62.42,56.08,open_meteo_forecast
55,NG-NE,2022-01,2026-06-19 09:56:44+00,0.0,0.0,0.0,0.0,open_meteo_archive
56,NG-NE,2022-02,2026-06-19 09:56:44+00,0.0,0.0,0.0,0.04,open_meteo_archive
57,NG-NE,2022-03,2026-06-19 09:56:44+00,0.0,0.0,0.0,0.45,open_meteo_archive
58,NG-NE,2022-04,2026-06-19 09:56:44+00,7.0,0.0,55.5,2.67,open_meteo_archive
59,NG-NE,2022-05,2026-06-19 09:56:44+00,8.7,0.0,60.29,20.55,open_meteo_archive
60,NG-NE,2022-06,2026-06-19 09:56:44+00,28.1,4.73,32.48,55.79,open_meteo_archive
61,NG-NE,2022-07,2026-06-19 09:56:44+00,117.2,15.21,32.51,159.95,open_meteo_archive
62,NG-NE,2022-08,2026-06-19 09:56:44+00,297.2,11.59,55.11,224.13,open_meteo_archive
63,NG-NE,2022-09,2026-06-19 09:56:44+00,162.3,6.28,81.74,117.23,open_meteo_archive
64,NG-NE,2022-10,2026-06-19 09:56:44+00,18.3,0.1,41.91,28.96,open_meteo_archive
65,NG-NE,2022-11,2026-06-19 09:56:44+00,0.0,0.0,31.03,1.26,open_meteo_archive
66,NG-NE,2022-12,2026-06-19 09:56:44+00,0.0,0.0,32.78,0.0,open_meteo_archive
67,NG-NE,2023-01,2026-06-19 09:56:44+00,0.0,0.0,41.54,0.0,open_meteo_archive
68,NG-NE,2023-02,2026-06-19 09:56:44+00,0.0,0.0,35.62,0.04,open_meteo_archive
69,NG-NE,2023-03,2026-06-19 09:56:44+00,0.0,0.0,33.33,0.45,open_meteo_archive
70,NG-NE,2023-04,2026-06-19 09:56:44+00,4.7,0.0,45.32,2.67,open_meteo_archive
71,NG-NE,2023-05,2026-06-19 09:56:44+00,45.1,0.0,78.83,20.55,open_meteo_archive
72,NG-NE,2023-06,2026-06-19 09:56:44+00,103.4,3.13,83.99,55.79,open_meteo_archive
73,NG-NE,2023-07,2026-06-19 09:56:44+00,75.2,18.9,25.14,159.95,open_meteo_archive
74,NG-NE,2023-08,2026-06-19 09:56:44+00,215.2,14.59,46.29,224.13,open_meteo_archive
75,NG-NE,2023-09,2026-06-19 09:56:44+00,89.4,8.08,32.45,117.23,open_meteo_archive
76,NG-NE,2023-10,2026-06-19 09:56:44+00,24.8,0.1,47.7,28.96,open_meteo_archive
77,NG-NE,2023-11,2026-06-19 09:56:44+00,9.0,0.0,80.09,1.26,open_meteo_archive
78,NG-NE,2023-12,2026-06-19 09:56:44+00,0.0,0.0,83.04,0.0,open_meteo_archive
79,NG-NE,2024-01,2026-06-19 09:56:44+00,0.0,0.0,85.38,0.0,open_meteo_archive
80,NG-NE,2024-02,2026-06-19 09:56:44+00,0.0,0.0,75.7,0.04,open_meteo_archive
81,NG-NE,2024-03,2026-06-19 09:56:44+00,0.8,0.0,83.75,0.48,open_meteo_archive
82,NG-NE,2024-04,2026-06-19 09:56:44+00,0.0,0.0,44.86,2.84,open_meteo_archive
83,NG-NE,2024-05,2026-06-19 09:56:44+00,18.0,0.0,53.62,21.69,open_meteo_archive
84,NG-NE,2024-06,2026-06-19 09:56:44+00,99.4,3.94,77.14,57.3,open_meteo_archive
85,NG-NE,2024-07,2026-06-19 09:56:44+00,192.9,6.75,62.68,164.62,open_meteo_archive
86,NG-NE,2024-08,2026-06-19 09:56:44+00,252.4,9.47,63.66,222.33,open_meteo_archive
87,NG-NE,2024-09,2026-06-19 09:56:44+00,118.0,9.17,64.8,113.55,open_meteo_archive
88,NG-NE,2024-10,2026-06-19 09:56:44+00,54.4,0.1,75.92,27.0,open_meteo_archive
89,NG-NE,2024-11,2026-06-19 09:56:44+00,0.0,0.0,55.81,1.15,open_meteo_archive
90,NG-NE,2024-12,2026-06-19 09:56:44+00,0.0,0.0,54.25,0.0,open_meteo_archive
91,NG-NE,2025-01,2026-06-19 09:56:44+00,0.0,0.0,59.08,0.0,open_meteo_archive
92,NG-NE,2025-02,2026-06-19 09:56:44+00,0.0,0.0,50.86,0.04,open_meteo_archive
93,NG-NE,2025-03,2026-06-19 09:56:44+00,0.0,0.0,44.08,0.45,open_meteo_archive
94,NG-NE,2025-04,2026-06-19 09:56:44+00,0.5,0.0,48.3,2.67,open_meteo_archive
95,NG-NE,2025-05,2026-06-19 09:56:44+00,7.1,0.0,31.93,20.55,open_meteo_archive
96,NG-NE,2025-06,2026-06-19 09:56:44+00,35.4,2.98,35.85,55.79,open_meteo_archive
97,NG-NE,2025-07,2026-06-19 09:56:44+00,241.6,7.36,67.83,159.95,open_meteo_archive
98,NG-NE,2025-08,2026-06-19 09:56:44+00,184.2,8.53,57.25,224.13,open_meteo_archive
99,NG-NE,2025-09,2026-06-19 09:56:44+00,138.0,10.03,62.88,117.23,open_meteo_archive
100,NG-NE,2025-10,2026-06-19 09:56:44+00,10.5,0.26,34.65,28.96,open_meteo_archive
101,NG-NE,2025-11,2026-06-19 09:56:44+00,0.0,0.0,27.12,1.26,open_meteo_archive
102,NG-NE,2025-12,2026-06-19 09:56:44+00,0.0,0.0,29.01,0.0,open_meteo_archive
103,NG-NE,2026-01,2026-06-19 09:56:44+00,0.0,0.0,38.25,0.0,open_meteo_archive
104,NG-NE,2026-02,2026-06-19 09:56:44+00,0.1,0.0,69.16,0.04,open_meteo_archive
105,NG-NE,2026-03,2026-06-19 09:56:44+00,2.7,0.0,79.21,0.45,open_meteo_archive
106,NG-NE,2026-04,2026-06-19 09:56:44+00,0.8,0.0,75.04,2.67,open_meteo_archive
107,NG-NE,2026-05,2026-06-19 09:56:44+00,16.0,0.0,58.86,20.55,open_meteo_archive
108,NG-NE,2026-06,2026-06-19 09:56:44+00,29.9,8.21,48.49,26.87,open_meteo_forecast
109,NG-NW,2022-01,2026-06-19 09:56:53+00,0.4,0.0,83.13,0.04,open_meteo_archive
110,NG-NW,2022-02,2026-06-19 09:56:53+00,0.0,0.0,84.62,0.33,open_meteo_archive
111,NG-NW,2022-03,2026-06-19 09:56:53+00,0.0,0.0,44.31,2.5,open_meteo_archive
112,NG-NW,2022-04,2026-06-19 09:56:53+00,43.8,0.0,76.92,16.13,open_meteo_archive
113,NG-NW,2022-05,2026-06-19 09:56:53+00,80.4,3.2,75.71,55.36,open_meteo_archive
114,NG-NW,2022-06,2026-06-19 09:56:53+00,149.5,6.11,82.17,85.75,open_meteo_archive
115,NG-NW,2022-07,2026-06-19 09:56:53+00,237.1,10.2,86.39,149.77,open_meteo_archive
116,NG-NW,2022-08,2026-06-19 09:56:53+00,196.8,17.23,44.02,213.01,open_meteo_archive
117,NG-NW,2022-09,2026-06-19 09:56:53+00,212.2,7.0,81.33,175.66,open_meteo_archive
118,NG-NW,2022-10,2026-06-19 09:56:53+00,39.1,0.59,51.82,56.81,open_meteo_archive
119,NG-NW,2022-11,2026-06-19 09:56:53+00,0.0,0.0,34.02,2.11,open_meteo_archive
120,NG-NW,2022-12,2026-06-19 09:56:53+00,0.0,0.0,30.65,0.45,open_meteo_archive
121,NG-NW,2023-01,2026-06-19 09:56:53+00,0.0,0.0,34.52,0.04,open_meteo_archive
122,NG-NW,2023-02,2026-06-19 09:56:53+00,0.0,0.0,35.71,0.33,open_meteo_archive
123,NG-NW,2023-03,2026-06-19 09:56:53+00,4.0,0.0,46.86,2.5,open_meteo_archive
124,NG-NW,2023-04,2026-06-19 09:56:53+00,21.9,0.0,69.34,16.13,open_meteo_archive
125,NG-NW,2023-05,2026-06-19 09:56:53+00,53.0,2.92,57.41,55.36,open_meteo_archive
126,NG-NW,2023-06,2026-06-19 09:56:53+00,94.8,6.08,64.11,85.75,open_meteo_archive
127,NG-NW,2023-07,2026-06-19 09:56:53+00,112.0,15.41,37.0,149.77,open_meteo_archive
128,NG-NW,2023-08,2026-06-19 09:56:53+00,210.8,14.45,38.63,213.01,open_meteo_archive
129,NG-NW,2023-09,2026-06-19 09:56:53+00,195.8,12.72,66.97,175.66,open_meteo_archive
130,NG-NW,2023-10,2026-06-19 09:56:53+00,40.6,1.72,52.55,56.81,open_meteo_archive
131,NG-NW,2023-11,2026-06-19 09:56:53+00,7.2,0.0,55.94,2.11,open_meteo_archive
132,NG-NW,2023-12,2026-06-19 09:56:53+00,0.0,0.0,90.65,0.45,open_meteo_archive
133,NG-NW,2024-01,2026-06-19 09:56:53+00,0.0,0.0,79.54,0.04,open_meteo_archive
134,NG-NW,2024-02,2026-06-19 09:56:53+00,2.5,0.0,80.09,0.36,open_meteo_archive
135,NG-NW,2024-03,2026-06-19 09:56:53+00,0.6,0.0,70.69,2.77,open_meteo_archive
136,NG-NW,2024-04,2026-06-19 09:56:53+00,7.9,0.0,34.66,16.53,open_meteo_archive
137,NG-NW,2024-05,2026-06-19 09:56:53+00,45.2,4.0,34.72,57.47,open_meteo_archive
138,NG-NW,2024-06,2026-06-19 09:56:53+00,34.3,18.35,24.13,86.26,open_meteo_archive
139,NG-NW,2024-07,2026-06-19 09:56:53+00,187.9,10.61,64.08,152.6,open_meteo_archive
140,NG-NW,2024-08,2026-06-19 09:56:53+00,186.9,16.12,42.37,213.67,open_meteo_archive
141,NG-NW,2024-09,2026-06-19 09:56:53+00,173.6,12.75,44.75,173.12,open_meteo_archive
142,NG-NW,2024-10,2026-06-19 09:56:53+00,74.9,0.71,68.07,52.78,open_meteo_archive
143,NG-NW,2024-11,2026-06-19 09:56:53+00,0.0,0.0,63.23,1.9,open_meteo_archive
144,NG-NW,2024-12,2026-06-19 09:56:53+00,0.0,0.0,52.14,0.41,open_meteo_archive
145,NG-NW,2025-01,2026-06-19 09:56:53+00,0.0,0.0,48.74,0.04,open_meteo_archive
146,NG-NW,2025-02,2026-06-19 09:56:53+00,0.0,0.0,49.15,0.33,open_meteo_archive
147,NG-NW,2025-03,2026-06-19 09:56:53+00,0.0,0.0,21.89,2.5,open_meteo_archive
148,NG-NW,2025-04,2026-06-19 09:56:53+00,1.4,0.0,21.6,16.13,open_meteo_archive
149,NG-NW,2025-05,2026-06-19 09:56:53+00,44.9,3.47,36.16,55.36,open_meteo_archive
150,NG-NW,2025-06,2026-06-19 09:56:53+00,101.7,8.61,65.44,85.75,open_meteo_archive
151,NG-NW,2025-07,2026-06-19 09:56:53+00,176.1,7.26,53.59,149.77,open_meteo_archive
152,NG-NW,2025-08,2026-06-19 09:56:53+00,202.8,8.75,65.41,213.01,open_meteo_archive
153,NG-NW,2025-09,2026-06-19 09:56:53+00,156.8,9.57,34.67,175.66,open_meteo_archive
154,NG-NW,2025-10,2026-06-19 09:56:53+00,74.7,0.78,59.52,56.81,open_meteo_archive
155,NG-NW,2025-11,2026-06-19 09:56:53+00,0.0,0.0,42.75,2.11,open_meteo_archive
156,NG-NW,2025-12,2026-06-19 09:56:53+00,0.0,0.0,37.56,0.45,open_meteo_archive
157,NG-NW,2026-01,2026-06-19 09:56:53+00,0.0,0.0,38.96,0.04,open_meteo_archive
158,NG-NW,2026-02,2026-06-19 09:56:53+00,0.0,0.0,40.01,0.33,open_meteo_archive
159,NG-NW,2026-03,2026-06-19 09:56:53+00,2.5,0.0,61.55,2.5,open_meteo_archive
160,NG-NW,2026-04,2026-06-19 09:56:53+00,24.5,0.0,72.37,16.13,open_meteo_archive
161,NG-NW,2026-05,2026-06-19 09:56:53+00,65.6,1.3,61.13,55.36,open_meteo_archive
162,NG-NW,2026-06,2026-06-19 09:56:53+00,38.3,2.91,64.84,35.97,open_meteo_forecast
163,NG-SE,2022-01,2026-06-19 09:57:01+00,20.1,0.0,60.37,5.64,open_meteo_archive
164,NG-SE,2022-02,2026-06-19 09:57:01+00,0.1,0.0,53.71,11.31,open_meteo_archive
165,NG-SE,2022-03,2026-06-19 09:57:01+00,25.1,4.64,41.34,45.19,open_meteo_archive
166,NG-SE,2022-04,2026-06-19 09:57:01+00,125.6,4.9,59.01,85.03,open_meteo_archive
167,NG-SE,2022-05,2026-06-19 09:57:01+00,103.9,11.5,59.36,122.52,open_meteo_archive
168,NG-SE,2022-06,2026-06-19 09:57:01+00,301.6,6.85,74.93,202.57,open_meteo_archive
169,NG-SE,2022-07,2026-06-19 09:57:01+00,206.7,15.09,54.69,212.83,open_meteo_archive
170,NG-SE,2022-08,2026-06-19 09:57:01+00,202.3,17.49,44.54,213.82,open_meteo_archive
171,NG-SE,2022-09,2026-06-19 09:57:01+00,277.5,15.08,55.89,248.91,open_meteo_archive
172,NG-SE,2022-10,2026-06-19 09:57:01+00,211.1,10.16,70.14,205.01,open_meteo_archive
173,NG-SE,2022-11,2026-06-19 09:57:01+00,1.9,2.85,22.3,47.25,open_meteo_archive
174,NG-SE,2022-12,2026-06-19 09:57:01+00,0.1,0.0,20.97,5.22,open_meteo_archive
175,NG-SE,2023-01,2026-06-19 09:57:01+00,2.9,0.0,16.54,5.64,open_meteo_archive
176,NG-SE,2023-02,2026-06-19 09:57:01+00,0.6,0.0,45.76,11.31,open_meteo_archive
177,NG-SE,2023-03,2026-06-19 09:57:01+00,109.3,1.13,79.83,45.19,open_meteo_archive
178,NG-SE,2023-04,2026-06-19 09:57:01+00,93.8,11.23,56.22,85.03,open_meteo_archive
179,NG-SE,2023-05,2026-06-19 09:57:01+00,127.4,11.13,64.18,122.52,open_meteo_archive
180,NG-SE,2023-06,2026-06-19 09:57:01+00,219.0,10.06,59.92,202.57,open_meteo_archive
181,NG-SE,2023-07,2026-06-19 09:57:01+00,243.0,13.86,68.26,212.83,open_meteo_archive
182,NG-SE,2023-08,2026-06-19 09:57:01+00,259.1,13.75,65.35,213.82,open_meteo_archive
183,NG-SE,2023-09,2026-06-19 09:57:01+00,234.5,14.39,61.57,248.91,open_meteo_archive
184,NG-SE,2023-10,2026-06-19 09:57:01+00,167.8,11.24,21.92,205.01,open_meteo_archive
185,NG-SE,2023-11,2026-06-19 09:57:01+00,126.7,1.14,77.64,47.25,open_meteo_archive
186,NG-SE,2023-12,2026-06-19 09:57:01+00,0.0,0.0,88.88,5.22,open_meteo_archive
187,NG-SE,2024-01,2026-06-19 09:57:01+00,0.0,0.0,51.07,5.64,open_meteo_archive
188,NG-SE,2024-02,2026-06-19 09:57:01+00,16.0,0.0,29.48,12.16,open_meteo_archive
189,NG-SE,2024-03,2026-06-19 09:57:01+00,29.8,5.25,54.72,46.37,open_meteo_archive
190,NG-SE,2024-04,2026-06-19 09:57:01+00,43.5,14.19,17.65,86.04,open_meteo_archive
191,NG-SE,2024-05,2026-06-19 09:57:01+00,67.3,15.37,16.59,125.31,open_meteo_archive
192,NG-SE,2024-06,2026-06-19 09:57:01+00,132.8,20.84,16.32,204.27,open_meteo_archive
193,NG-SE,2024-07,2026-06-19 09:57:01+00,216.5,11.88,48.41,211.43,open_meteo_archive
194,NG-SE,2024-08,2026-06-19 09:57:01+00,115.1,20.1,16.13,215.5,open_meteo_archive
195,NG-SE,2024-09,2026-06-19 09:57:01+00,227.9,15.19,31.64,249.94,open_meteo_archive
196,NG-SE,2024-10,2026-06-19 09:57:01+00,227.0,11.08,65.93,199.37,open_meteo_archive
197,NG-SE,2024-11,2026-06-19 09:57:01+00,0.7,3.14,30.92,44.53,open_meteo_archive
198,NG-SE,2024-12,2026-06-19 09:57:01+00,0.0,0.0,21.71,4.74,open_meteo_archive
199,NG-SE,2025-01,2026-06-19 09:57:01+00,4.4,0.0,45.36,5.64,open_meteo_archive
200,NG-SE,2025-02,2026-06-19 09:57:01+00,2.5,0.0,46.68,11.31,open_meteo_archive
201,NG-SE,2025-03,2026-06-19 09:57:01+00,18.1,1.84,29.76,45.19,open_meteo_archive
202,NG-SE,2025-04,2026-06-19 09:57:01+00,99.3,6.62,51.56,85.03,open_meteo_archive
203,NG-SE,2025-05,2026-06-19 09:57:01+00,96.9,10.63,46.03,122.52,open_meteo_archive
204,NG-SE,2025-06,2026-06-19 09:57:01+00,233.8,9.54,65.67,202.57,open_meteo_archive
205,NG-SE,2025-07,2026-06-19 09:57:01+00,282.5,6.06,76.5,212.83,open_meteo_archive
206,NG-SE,2025-08,2026-06-19 09:57:01+00,160.7,14.84,48.62,213.82,open_meteo_archive
207,NG-SE,2025-09,2026-06-19 09:57:01+00,237.0,11.51,28.86,248.91,open_meteo_archive
208,NG-SE,2025-10,2026-06-19 09:57:01+00,246.9,8.25,74.13,205.01,open_meteo_archive
209,NG-SE,2025-11,2026-06-19 09:57:01+00,13.9,1.22,40.15,47.25,open_meteo_archive
210,NG-SE,2025-12,2026-06-19 09:57:01+00,7.3,0.0,67.05,5.22,open_meteo_archive
211,NG-SE,2026-01,2026-06-19 09:57:01+00,2.6,0.0,63.69,5.64,open_meteo_archive
212,NG-SE,2026-02,2026-06-19 09:57:01+00,32.2,0.0,86.64,11.31,open_meteo_archive
213,NG-SE,2026-03,2026-06-19 09:57:01+00,55.1,2.37,60.79,45.19,open_meteo_archive
214,NG-SE,2026-04,2026-06-19 09:57:01+00,135.4,4.63,80.61,85.03,open_meteo_archive
215,NG-SE,2026-05,2026-06-19 09:57:01+00,169.2,8.62,71.65,122.52,open_meteo_archive
216,NG-SE,2026-06,2026-06-19 09:57:01+00,112.6,0.27,66.61,90.92,open_meteo_forecast
217,NG-SW,2022-01,2026-06-19 09:57:22+00,0.3,0.0,32.03,1.9,open_meteo_archive
218,NG-SW,2022-02,2026-06-19 09:57:22+00,0.4,0.0,18.16,9.47,open_meteo_archive
219,NG-SW,2022-03,2026-06-19 09:57:22+00,50.9,1.09,68.3,32.78,open_meteo_archive
220,NG-SW,2022-04,2026-06-19 09:57:22+00,81.2,2.86,62.53,50.55,open_meteo_archive
221,NG-SW,2022-05,2026-06-19 09:57:22+00,77.2,7.32,74.91,60.27,open_meteo_archive
222,NG-SW,2022-06,2026-06-19 09:57:22+00,142.8,10.96,67.63,115.96,open_meteo_archive
223,NG-SW,2022-07,2026-06-19 09:57:22+00,85.2,14.32,36.32,114.16,open_meteo_archive
224,NG-SW,2022-08,2026-06-19 09:57:22+00,139.7,22.23,36.34,161.36,open_meteo_archive
225,NG-SW,2022-09,2026-06-19 09:57:22+00,146.2,13.15,60.92,160.1,open_meteo_archive
226,NG-SW,2022-10,2026-06-19 09:57:22+00,75.2,9.35,49.8,88.03,open_meteo_archive
227,NG-SW,2022-11,2026-06-19 09:57:22+00,1.4,0.68,27.27,13.11,open_meteo_archive
228,NG-SW,2022-12,2026-06-19 09:57:22+00,0.2,0.0,19.67,2.34,open_meteo_archive
229,NG-SW,2023-01,2026-06-19 09:57:22+00,0.8,0.0,17.73,1.9,open_meteo_archive
230,NG-SW,2023-02,2026-06-19 09:57:22+00,0.6,0.0,48.06,9.47,open_meteo_archive
231,NG-SW,2023-03,2026-06-19 09:57:22+00,50.3,1.87,68.8,32.78,open_meteo_archive
232,NG-SW,2023-04,2026-06-19 09:57:22+00,48.5,5.68,51.16,50.55,open_meteo_archive
233,NG-SW,2023-05,2026-06-19 09:57:22+00,46.8,6.43,42.43,60.27,open_meteo_archive
234,NG-SW,2023-06,2026-06-19 09:57:22+00,187.9,7.64,75.74,115.96,open_meteo_archive
235,NG-SW,2023-07,2026-06-19 09:57:22+00,136.7,11.23,77.25,114.16,open_meteo_archive
236,NG-SW,2023-08,2026-06-19 09:57:22+00,171.1,9.71,66.22,161.36,open_meteo_archive
237,NG-SW,2023-09,2026-06-19 09:57:22+00,97.2,15.98,30.39,160.1,open_meteo_archive
238,NG-SW,2023-10,2026-06-19 09:57:22+00,61.8,11.45,26.01,88.03,open_meteo_archive
239,NG-SW,2023-11,2026-06-19 09:57:22+00,21.5,0.68,53.63,13.11,open_meteo_archive
